pair,exBuyName,exSellName,direction,chance,difLast,difBidAsk,difdif,minQuoteVolume,estimatedProfit
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
NAV/BTC,crex24,hitbtc2,crex24 -> hitbtc2,crex24 -> hitbtc2 (NAV/BTC),25.430346051464056,25.69148936170214,0.2611433102380829,0.050105214501,36.6395378686
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
PRO/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (PRO/BTC),29.06116961684964,27.20769058797225,1.8534790288773877,0.0265613919649265,22.87628447200001
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,10.055027513756883,17.087039926818022,0.00048843,11.229243649999972
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.413760152890575,13.98860398860397,4.425156164286605,0,7.949829995699972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,76.54834214814724
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.019047619047626,13.98860398860397,4.030443630443656,0,8.00645432009999
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,10.055027513756883,17.087039926818022,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
NAV/BTC,crex24,hitbtc,crex24 -> hitbtc,crex24 -> hitbtc (NAV/BTC),25.430346051464056,25.69148936170214,0.2611433102380829,0.046415861436,40.48491846959996
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
PRO/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (PRO/BTC),29.06116961684964,27.20769058797225,1.8534790288773877,0.0265613919649265,25.004896062
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.3252791223486
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
NAV/BTC,crex24,hitbtc2,crex24 -> hitbtc2,crex24 -> hitbtc2 (NAV/BTC),25.430346051464056,25.69148936170214,0.2611433102380829,0.046415861436,40.423047659199995
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,10.055027513756883,17.087039926818022,0.00048843,11.229243649999972
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),17.850689491203028,13.98860398860397,3.862085502599058,0,7.949829995699972
PRO/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (PRO/BTC),29.06116961684964,27.20769058797225,1.8534790288773877,0.0265613919649265,25.004896062
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.470363288718914,13.98860398860397,4.481759300114945,0,8.00645432009999
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,10.055027513756883,17.087039926818022,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.75419262098707,13.98860398860397,4.7655886323831,0,7.949829995699972
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),19.383429672446994,13.98860398860397,5.394825683843024,0,8.00645432009999
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.2426932719299
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),19.211159211159213,13.98860398860397,5.222555222555243,0,7.968704770499983
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20,10.363636363636374,0,407.2426932719299
QKC/ETH,gateio,hitbtc,gateio -> hitbtc,gateio -> hitbtc (QKC/ETH),3.668807994289793,10.156028368794324,6.487220374504531,0.00014524,22.611194240038685
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),19.268527430221354,13.98860398860397,5.279923441617385,0,8.00892478850001
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),19.325950890707745,14.042755344418055,5.28319554628969,0,8.051437829525
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.925143953934736,14.042755344418055,4.882388609516681,0,8.00892478850001
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.35721107927411,14.042755344418055,4.314455734856054,0,8.051437829525
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0336161642784311,32.624721408293766
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),18.75419262098707,14.042755344418055,4.711437276569015,0,8.061169634725005
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0336161642784311,32.624721408293766
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.982237157945264,14.096958174904955,4.885278983040308,0,8.113130018199996
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0336161642784311,32.624721408293766
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),19.268527430221354,14.096958174904955,5.171569255316399,0,8.061169634725005
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0336161642784311,32.624721408293766
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
GUP/BTC,hitbtc,livecoin,hitbtc -> livecoin,hitbtc -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
COV/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0336161642784311,32.624721408293766
APM/BTC,okex,hitbtc2,okex -> hitbtc2,okex -> hitbtc2 (APM/BTC),19.325950890707745,14.096958174904955,5.228992715802789,0,8.117853689425019
CBC/BTC,livecoin,hitbtc2,livecoin -> hitbtc2,livecoin -> hitbtc2 (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),19.096588178760214,14.096958174904955,4.999630003855259,0,8.080064319625023
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0333927782784311,32.624721408293766
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
TELOS/BTC,crex24,whitebit,crex24 -> whitebit,crex24 -> whitebit (TELOS/BTC),34.61538461538461,33.33333333333334,1.2820512820512704,0,230.6316971857501
FLOT/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (FLOT/BTC),24.99999999999997,13.793103448275872,11.2068965517241,0.000002447552,16.179190129308907
NAV/BTC,crex24,hitbtc,crex24 -> hitbtc,crex24 -> hitbtc (NAV/BTC),25.430346051464056,24.08892763731474,1.3414184141493166,0.013069163185,34.36787996640001
VSL/BTC,livecoin,crex24,livecoin -> crex24,livecoin -> crex24 (VSL/BTC),36.363636363636346,27.272727272727266,9.09090909090908,0.00010611898582450001,29.106767636363827
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
PRO/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (PRO/BTC),28.772635814889327,27.14699977693509,1.6256360379542372,0.0265613919649265,21.734577158000008
APM/BTC,okex,hitbtc,okex -> hitbtc,okex -> hitbtc (APM/BTC),18.925143953934736,14.096958174904955,4.828185779029781,0,8.05644596350001
GUP/BTC,hitbtc2,livecoin,hitbtc2 -> livecoin,hitbtc2 -> livecoin (GUP/BTC),27.142067440574905,15.057528764382184,12.084538676192722,0.00048843,11.229243649999972
COV/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (COV/BTC),50.47291487532243,42.62428687856561,7.848627996756818,0.0333927782784311,32.624721408293766
CBC/BTC,livecoin,hitbtc,livecoin -> hitbtc,livecoin -> hitbtc (CBC/BTC),87.5,69.81132075471697,17.688679245283026,0.008875939878261399,80.02913739622198
BTO/ETH,gateio,bitz,gateio -> bitz,gateio -> bitz (BTO/ETH),30.363636363636374,20.083333333333314,10.28030303030306,0,407.2426932719299
